Unit Id,Institution name,,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
214616,Pennsylvania State University-College of Medicine,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214616,Pennsylvania State University-College of Medicine,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214616,Pennsylvania State University-College of Medicine,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214616,Pennsylvania State University-College of Medicine,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214616,Pennsylvania State University-College of Medicine,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214625,Pennsylvania State University-Penn State New Kensington,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214625,Pennsylvania State University-Penn State New Kensington,Number of applicants,441,555,499,508,522,477,528,576,476,520,561,475,376,425,463,430,452
214625,Pennsylvania State University-Penn State New Kensington,Number admitted,353,426,412,402,424,352,422,490,422,439,482,393,323,370,409,385,408
214625,Pennsylvania State University-Penn State New Kensington,Number admitted who enrolled,164,132,199,178,185,154,195,226,184,192,211,204,198,192,224,221,244
214625,Pennsylvania State University-Penn State New Kensington,Percent of applicants admitted,80.0%,76.8%,82.6%,79.1%,81.2%,73.8%,79.9%,85.1%,88.7%,84.4%,85.9%,82.7%,85.9%,87.1%,88.3%,89.5%,90.3%
214625,Pennsylvania State University-Penn State New Kensington,Percent of admitted who enrolled,46.5%,31.0%,48.3%,44.3%,43.6%,43.8%,46.2%,46.1%,43.6%,43.7%,43.8%,51.9%,61.3%,51.9%,54.8%,57.4%,59.8%
214634,Pennsylvania State University-Penn State Shenango,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214634,Pennsylvania State University-Penn State Shenango,Number of applicants,165,276,198,154,201,229,254,255,273,247,271,258,211,297,256,264,283
214634,Pennsylvania State University-Penn State Shenango,Number admitted,123,205,143,105,135,159,189,187,211,209,242,216,190,260,220,245,263
214634,Pennsylvania State University-Penn State Shenango,Number admitted who enrolled,64,65,77,57,79,90,101,108,139,139,148,134,126,157,141,157,170
214634,Pennsylvania State University-Penn State Shenango,Percent of applicants admitted,74.5%,74.3%,72.2%,68.2%,67.2%,69.4%,74.4%,73.3%,77.3%,84.6%,89.3%,83.7%,90.0%,87.5%,85.9%,92.8%,92.9%
214634,Pennsylvania State University-Penn State Shenango,Percent of admitted who enrolled,52.0%,31.7%,53.8%,54.3%,58.5%,56.6%,53.4%,57.8%,65.9%,66.5%,61.2%,62.0%,66.3%,60.4%,64.1%,64.1%,64.6%
214643,Pennsylvania State University-Penn State Wilkes-Barre,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214643,Pennsylvania State University-Penn State Wilkes-Barre,Number of applicants,293,433,366,411,426,472,549,608,609,640,630,540,427,453,524,479,581
214643,Pennsylvania State University-Penn State Wilkes-Barre,Number admitted,252,357,303,360,357,387,482,562,554,546,531,451,360,381,434,392,506
214643,Pennsylvania State University-Penn State Wilkes-Barre,Number admitted who enrolled,88,103,125,143,137,148,191,208,204,179,173,186,163,170,190,176,244
214643,Pennsylvania State University-Penn State Wilkes-Barre,Percent of applicants admitted,86.0%,82.4%,82.8%,87.6%,83.8%,82.0%,87.8%,92.4%,91.0%,85.3%,84.3%,83.5%,84.3%,84.1%,82.8%,81.8%,87.1%
214643,Pennsylvania State University-Penn State Wilkes-Barre,Percent of admitted who enrolled,34.9%,28.9%,41.3%,39.7%,38.4%,38.2%,39.6%,37.0%,36.8%,32.8%,32.6%,41.2%,45.3%,44.6%,43.8%,44.9%,48.2%
214652,Pennsylvania State University-Penn State Scranton,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214652,Pennsylvania State University-Penn State Scranton,Number of applicants,666,883,739,733,741,722,799,822,915,837,903,785,580,653,681,634,677
214652,Pennsylvania State University-Penn State Scranton,Number admitted,548,688,589,591,564,591,653,724,812,695,773,663,486,517,543,528,557
214652,Pennsylvania State University-Penn State Scranton,Number admitted who enrolled,227,261,250,230,268,282,318,362,353,330,306,319,253,256,254,264,285
214652,Pennsylvania State University-Penn State Scranton,Percent of applicants admitted,82.3%,77.9%,79.7%,80.6%,76.1%,81.9%,81.7%,88.1%,88.7%,83.0%,85.6%,84.5%,83.8%,79.2%,79.7%,83.3%,82.3%
214652,Pennsylvania State University-Penn State Scranton,Percent of admitted who enrolled,41.4%,37.9%,42.4%,38.9%,47.5%,47.7%,48.7%,50.0%,43.5%,47.5%,39.6%,48.1%,52.1%,49.5%,46.8%,50.0%,51.2%
214670,Pennsylvania State University-Penn State Lehigh Valley,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214670,Pennsylvania State University-Penn State Lehigh Valley,Number of applicants,1045,1262,966,843,887,909,951,881,797,932,908,982,667,662,809,730,550
214670,Pennsylvania State University-Penn State Lehigh Valley,Number admitted,892,1077,837,728,755,777,831,770,746,752,722,769,497,530,666,544,428
214670,Pennsylvania State University-Penn State Lehigh Valley,Number admitted who enrolled,232,247,228,208,215,225,260,279,227,213,243,202,153,166,193,191,189
214670,Pennsylvania State University-Penn State Lehigh Valley,Percent of applicants admitted,85.4%,85.3%,86.6%,86.4%,85.1%,85.5%,87.4%,87.4%,93.6%,80.7%,79.5%,78.3%,74.5%,80.1%,82.3%,74.5%,77.8%
214670,Pennsylvania State University-Penn State Lehigh Valley,Percent of admitted who enrolled,26.0%,22.9%,27.2%,28.6%,28.5%,29.0%,31.3%,36.2%,30.4%,28.3%,33.7%,26.3%,30.8%,31.3%,29.0%,35.1%,44.2%
214689,Pennsylvania State University-Penn State Altoona,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214689,Pennsylvania State University-Penn State Altoona,Number of applicants,4486,5430,5120,5738,5630,5700,6083,5739,5198,6180,5930,5151,4183,4536,4664,4386,4550
214689,Pennsylvania State University-Penn State Altoona,Number admitted,4077,5009,4582,5129,4974,4856,5138,4435,4547,4615,4122,4062,3338,3430,3448,3511,3591
214689,Pennsylvania State University-Penn State Altoona,Number admitted who enrolled,1141,1274,1203,1379,1487,1379,1585,1441,1587,1476,1494,1484,1216,1271,1325,1356,1357
214689,Pennsylvania State University-Penn State Altoona,Percent of applicants admitted,90.9%,92.2%,89.5%,89.4%,88.3%,85.2%,84.5%,77.3%,87.5%,74.7%,69.5%,78.9%,79.8%,75.6%,73.9%,80.1%,78.9%
214689,Pennsylvania State University-Penn State Altoona,Percent of admitted who enrolled,28.0%,25.4%,26.3%,26.9%,29.9%,28.4%,30.8%,32.5%,34.9%,32.0%,36.2%,36.5%,36.4%,37.1%,38.4%,38.6%,37.8%
214698,Pennsylvania State University-Penn State Beaver,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214698,Pennsylvania State University-Penn State Beaver,Number of applicants,1298,792,737,753,787,670,737,751,761,739,891,677,569,506,572,599,597
214698,Pennsylvania State University-Penn State Beaver,Number admitted,835,644,633,620,638,585,637,688,708,662,822,616,508,464,523,539,541
214698,Pennsylvania State University-Penn State Beaver,Number admitted who enrolled,185,184,231,210,218,208,251,271,250,296,301,244,203,196,216,262,283
214698,Pennsylvania State University-Penn State Beaver,Percent of applicants admitted,64.3%,81.3%,85.9%,82.3%,81.1%,87.3%,86.4%,91.6%,93.0%,89.6%,92.3%,91.0%,89.3%,91.7%,91.4%,90.0%,90.6%
214698,Pennsylvania State University-Penn State Beaver,Percent of admitted who enrolled,22.2%,28.6%,36.5%,33.9%,34.2%,35.6%,39.4%,39.4%,35.3%,44.7%,36.6%,39.6%,40.0%,42.2%,41.3%,48.6%,52.3%
214704,Pennsylvania State University-Penn State Berks,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214704,Pennsylvania State University-Penn State Berks,Number of applicants,1817,2447,2164,2413,2398,2570,2788,2909,2631,3260,3354,3069,2747,2445,2529,2457,2480
214704,Pennsylvania State University-Penn State Berks,Number admitted,1585,2097,1883,2048,2126,2135,2280,2371,2196,2648,2532,2414,2150,2006,1859,1988,1997
214704,Pennsylvania State University-Penn State Berks,Number admitted who enrolled,600,694,738,793,855,814,855,894,794,1000,929,961,856,797,779,828,820
214704,Pennsylvania State University-Penn State Berks,Percent of applicants admitted,87.2%,85.7%,87.0%,84.9%,88.7%,83.1%,81.8%,81.5%,83.5%,81.2%,75.5%,78.7%,78.3%,82.0%,73.5%,80.9%,80.5%
214704,Pennsylvania State University-Penn State Berks,Percent of admitted who enrolled,37.9%,33.1%,39.2%,38.7%,40.2%,38.1%,37.5%,37.7%,36.2%,37.8%,36.7%,39.8%,39.8%,39.7%,41.9%,41.6%,41.1%
214713,Pennsylvania State University-Penn State Harrisburg,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214713,Pennsylvania State University-Penn State Harrisburg,Number of applicants,4588,5574,4153,3938,3404,2792,2482,2503,2431,2736,2689,2271,1616,1452,268,237,20
214713,Pennsylvania State University-Penn State Harrisburg,Number admitted,4026,4668,3510,3342,2794,2232,1964,2076,2096,1985,1882,1545,1037,639,116,31,17
214713,Pennsylvania State University-Penn State Harrisburg,Number admitted who enrolled,987,962,1023,858,794,628,543,534,479,449,422,339,219,164,57,18,10
214713,Pennsylvania State University-Penn State Harrisburg,Percent of applicants admitted,87.8%,83.7%,84.5%,84.9%,82.1%,79.9%,79.1%,82.9%,86.2%,72.6%,70.0%,68.0%,64.2%,44.0%,43.3%,13.1%,85.0%
214713,Pennsylvania State University-Penn State Harrisburg,Percent of admitted who enrolled,24.5%,20.6%,29.1%,25.7%,28.4%,28.1%,27.6%,25.7%,22.9%,22.6%,22.4%,21.9%,21.1%,25.7%,49.1%,58.1%,58.8%
214731,Pennsylvania State University-Penn State Brandywine,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214731,Pennsylvania State University-Penn State Brandywine,Number of applicants,1369,1627,1238,1265,1182,1279,1260,1319,1277,1398,1745,1724,1402,1526,1573,1399,1358
214731,Pennsylvania State University-Penn State Brandywine,Number admitted,1189,1416,1023,1051,1002,1011,1050,1072,1089,1089,1401,1295,1073,1189,1221,1122,1100
214731,Pennsylvania State University-Penn State Brandywine,Number admitted who enrolled,386,430,331,374,389,368,402,390,397,400,434,471,394,439,465,456,439
214731,Pennsylvania State University-Penn State Brandywine,Percent of applicants admitted,86.9%,87.0%,82.6%,83.1%,84.8%,79.0%,83.3%,81.3%,85.3%,77.9%,80.3%,75.1%,76.5%,77.9%,77.6%,80.2%,81.0%
214731,Pennsylvania State University-Penn State Brandywine,Percent of admitted who enrolled,32.5%,30.4%,32.4%,35.6%,38.8%,36.4%,38.3%,36.4%,36.5%,36.7%,31.0%,36.4%,36.7%,36.9%,38.1%,40.6%,39.9%
214740,Pennsylvania State University-Penn State DuBois,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214740,Pennsylvania State University-Penn State DuBois,Number of applicants,344,465,373,394,378,439,433,485,550,518,539,424,346,400,417,397,409
214740,Pennsylvania State University-Penn State DuBois,Number admitted,291,390,320,335,335,386,379,438,505,449,472,376,320,362,385,365,377
214740,Pennsylvania State University-Penn State DuBois,Number admitted who enrolled,143,132,165,163,153,183,165,207,243,244,228,192,174,226,216,211,252
214740,Pennsylvania State University-Penn State DuBois,Percent of applicants admitted,84.6%,83.9%,85.8%,85.0%,88.6%,87.9%,87.5%,90.3%,91.8%,86.7%,87.6%,88.7%,92.5%,90.5%,92.3%,91.9%,92.2%
214740,Pennsylvania State University-Penn State DuBois,Percent of admitted who enrolled,49.1%,33.8%,51.6%,48.7%,45.7%,47.4%,43.5%,47.3%,48.1%,54.3%,48.3%,51.1%,54.4%,62.4%,56.1%,57.8%,66.8%
214759,Pennsylvania State University-Penn State Fayette- Eberly,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214759,Pennsylvania State University-Penn State Fayette- Eberly,Number of applicants,532,728,593,659,579,610,555,629,574,530,605,537,382,329,398,355,308
214759,Pennsylvania State University-Penn State Fayette- Eberly,Number admitted,428,598,475,533,484,544,497,561,531,469,542,456,329,290,347,303,286
214759,Pennsylvania State University-Penn State Fayette- Eberly,Number admitted who enrolled,192,182,194,193,196,224,232,248,233,209,246,210,177,160,212,180,190
214759,Pennsylvania State University-Penn State Fayette- Eberly,Percent of applicants admitted,80.5%,82.1%,80.1%,80.9%,83.6%,89.2%,89.5%,89.2%,92.5%,88.5%,89.6%,84.9%,86.1%,88.1%,87.2%,85.4%,92.9%
214759,Pennsylvania State University-Penn State Fayette- Eberly,Percent of admitted who enrolled,44.9%,30.4%,40.8%,36.2%,40.5%,41.2%,46.7%,44.2%,43.9%,44.6%,45.4%,46.1%,53.8%,55.2%,61.1%,59.4%,66.4%
214768,Pennsylvania State University-Penn State Hazleton,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214768,Pennsylvania State University-Penn State Hazleton,Number of applicants,473,602,731,763,820,1179,1268,1439,1514,1454,1613,1296,1084,1199,1243,1256,1267
214768,Pennsylvania State University-Penn State Hazleton,Number admitted,406,563,599,640,705,1018,1100,1297,1391,1255,1441,1150,983,1087,1125,1138,1125
214768,Pennsylvania State University-Penn State Hazleton,Number admitted who enrolled,200,204,306,262,304,433,458,545,564,542,571,542,454,477,506,538,535
214768,Pennsylvania State University-Penn State Hazleton,Percent of applicants admitted,85.8%,93.5%,81.9%,83.9%,86.0%,86.3%,86.8%,90.1%,91.9%,86.3%,89.3%,88.7%,90.7%,90.7%,90.5%,90.6%,88.8%
214768,Pennsylvania State University-Penn State Hazleton,Percent of admitted who enrolled,49.3%,36.2%,51.1%,40.9%,43.1%,42.5%,41.6%,42.0%,40.5%,43.2%,39.6%,47.1%,46.2%,43.9%,45.0%,47.3%,47.6%
214777,Pennsylvania State University-Main Campus,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214777,Pennsylvania State University-Main Campus,Number of applicants,52742,56114,52974,53472,50299,47552,45502,41545,40714,39089,39551,34813,29904,30122,31264,27604,28100
214777,Pennsylvania State University-Main Campus,Number admitted,29793,28233,29878,27440,25295,25772,23855,22761,21017,20011,20156,20181,18423,17551,17174,15628,15966
214777,Pennsylvania State University-Main Campus,Number admitted who enrolled,8075,7863,8499,7626,8183,7649,7366,7262,6560,7241,6495,8039,6496,5907,6048,5929,6122
214777,Pennsylvania State University-Main Campus,Percent of applicants admitted,56.5%,50.3%,56.4%,51.3%,50.3%,54.2%,52.4%,54.8%,51.6%,51.2%,51.0%,58.0%,61.6%,58.3%,54.9%,56.6%,56.8%
214777,Pennsylvania State University-Main Campus,Percent of admitted who enrolled,27.1%,27.9%,28.4%,27.8%,32.4%,29.7%,30.9%,31.9%,31.2%,36.2%,32.2%,39.8%,35.3%,33.7%,35.2%,37.9%,38.3%
214786,Pennsylvania State University-Penn State Greater Allegheny,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214786,Pennsylvania State University-Penn State Greater Allegheny,Number of applicants,393,579,489,594,741,699,719,838,710,689,712,540,445,522,578,553,701
214786,Pennsylvania State University-Penn State Greater Allegheny,Number admitted,343,474,419,468,562,558,583,694,611,539,612,454,366,470,510,494,640
214786,Pennsylvania State University-Penn State Greater Allegheny,Number admitted who enrolled,117,115,158,158,183,201,234,279,262,234,270,230,170,225,245,251,342
214786,Pennsylvania State University-Penn State Greater Allegheny,Percent of applicants admitted,87.3%,81.9%,85.7%,78.8%,75.8%,79.8%,81.1%,82.8%,86.1%,78.2%,86.0%,84.1%,82.2%,90.0%,88.2%,89.3%,91.3%
214786,Pennsylvania State University-Penn State Greater Allegheny,Percent of admitted who enrolled,34.1%,24.3%,37.7%,33.8%,32.6%,36.0%,40.1%,40.2%,42.9%,43.4%,44.1%,50.7%,46.4%,47.9%,48.0%,50.8%,53.4%
214795,Pennsylvania State University-Penn State Mont Alto,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214795,Pennsylvania State University-Penn State Mont Alto,Number of applicants,554,733,711,688,778,827,947,934,900,880,927,827,614,649,700,658,661
214795,Pennsylvania State University-Penn State Mont Alto,Number admitted,422,548,552,546,607,684,803,805,810,754,826,713,517,559,606,581,590
214795,Pennsylvania State University-Penn State Mont Alto,Number admitted who enrolled,208,203,269,246,276,325,394,417,426,385,365,400,274,285,339,324,348
214795,Pennsylvania State University-Penn State Mont Alto,Percent of applicants admitted,76.2%,74.8%,77.6%,79.4%,78.0%,82.7%,84.8%,86.2%,90.0%,85.7%,89.1%,86.2%,84.2%,86.1%,86.6%,88.3%,89.3%
214795,Pennsylvania State University-Penn State Mont Alto,Percent of admitted who enrolled,49.3%,37.0%,48.7%,45.1%,45.5%,47.5%,49.1%,51.8%,52.6%,51.1%,44.2%,56.1%,53.0%,51.0%,55.9%,55.8%,59.0%
214801,Pennsylvania State University-Penn State Abington,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214801,Pennsylvania State University-Penn State Abington,Number of applicants,4545,5145,3794,3946,3906,3221,3363,3505,3479,3505,3604,3284,2694,2705,2813,2753,2711
214801,Pennsylvania State University-Penn State Abington,Number admitted,3852,4385,3128,3251,3099,2504,2629,2769,2932,2742,2870,2484,2099,2045,2206,2133,2174
214801,Pennsylvania State University-Penn State Abington,Number admitted who enrolled,1050,1056,892,872,896,691,811,833,843,813,870,869,758,692,782,769,799
214801,Pennsylvania State University-Penn State Abington,Percent of applicants admitted,84.8%,85.2%,82.4%,82.4%,79.3%,77.7%,78.2%,79.0%,84.3%,78.2%,79.6%,75.6%,77.9%,75.6%,78.4%,77.5%,80.2%
214801,Pennsylvania State University-Penn State Abington,Percent of admitted who enrolled,27.3%,24.1%,28.5%,26.8%,28.9%,27.6%,30.8%,30.1%,28.8%,29.6%,30.3%,35.0%,36.1%,33.8%,35.4%,36.1%,36.8%
214810,Pennsylvania State University-Penn State Schuylkill,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214810,Pennsylvania State University-Penn State Schuylkill,Number of applicants,414,642,631,690,686,693,834,910,894,972,993,878,686,675,713,713,715
214810,Pennsylvania State University-Penn State Schuylkill,Number admitted,305,485,477,504,513,562,663,760,766,756,806,670,559,586,621,620,591
214810,Pennsylvania State University-Penn State Schuylkill,Number admitted who enrolled,142,178,205,220,250,248,332,388,348,371,337,298,284,277,297,309,281
214810,Pennsylvania State University-Penn State Schuylkill,Percent of applicants admitted,73.7%,75.5%,75.6%,73.0%,74.8%,81.1%,79.5%,83.5%,85.7%,77.8%,81.2%,76.3%,81.5%,86.8%,87.1%,87.0%,82.7%
214810,Pennsylvania State University-Penn State Schuylkill,Percent of admitted who enrolled,46.6%,36.7%,43.0%,43.7%,48.7%,44.1%,50.1%,51.1%,45.4%,49.1%,41.8%,44.5%,50.8%,47.3%,47.8%,49.8%,47.5%
214829,Pennsylvania State University-Penn State York,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214829,Pennsylvania State University-Penn State York,Number of applicants,1139,1474,1196,1397,1393,1329,1200,1304,1236,1338,1328,1039,813,792,979,825,706
214829,Pennsylvania State University-Penn State York,Number admitted,972,1216,996,1196,1161,1123,947,1101,1080,1096,1118,836,655,671,835,708,609
214829,Pennsylvania State University-Penn State York,Number admitted who enrolled,256,287,303,320,310,300,282,325,313,339,333,299,269,300,347,348,312
214829,Pennsylvania State University-Penn State York,Percent of applicants admitted,85.3%,82.5%,83.3%,85.6%,83.3%,84.5%,78.9%,84.4%,87.4%,81.9%,84.2%,80.5%,80.6%,84.7%,85.3%,85.8%,86.3%
214829,Pennsylvania State University-Penn State York,Percent of admitted who enrolled,26.3%,23.6%,30.4%,26.8%,26.7%,26.7%,29.8%,29.5%,29.0%,30.9%,29.8%,35.8%,41.1%,44.7%,41.6%,49.2%,51.2%
215266,University of Pittsburgh-Bradford,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
