,Unit Id,School,Applicatin_Status,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
2851,197869,Appalachian State University,Number of applicants,16154,14009,13202,13083,13506,12248,12959,12434,13039,13182,11468,10419,9923,9683,9598,8874,8853
2852,197869,Appalachian State University,Number admitted,11221,9807,9020,8684,8463,7744,8006,8418,8224,7655,7397,7145,6832,6553,6293,5720,5770
2853,197869,Appalachian State University,Number admitted who enrolled,3445,3306,3125,3049,3033,3028,2972,2829,2743,2781,2737,2716,2543,2516,2473,2419,2312
2854,197869,Appalachian State University,Percent of applicants admitted,69.5%,70.0%,68.3%,66.4%,62.7%,63.2%,61.8%,67.7%,63.1%,58.1%,64.5%,68.6%,68.9%,67.7%,65.6%,64.5%,65.2%
2855,197869,Appalachian State University,Percent of admitted who enrolled,30.7%,33.7%,34.6%,35.1%,35.8%,39.1%,37.1%,33.6%,33.4%,36.3%,37.0%,38.0%,37.2%,38.4%,39.3%,42.3%,40.1%
2856,198464,East Carolina University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
2857,198464,East Carolina University,Number of applicants,17499,15860,17099,16871,14223,15535,15299,15085,15221,14459,14653,12520,11629,10960,11005,11333,10433
2858,198464,East Carolina University,Number admitted,14384,12533,12028,11647,10992,9658,9283,10489,10196,10680,12328,9647,8568,8536,8423,8730,8155
2859,198464,East Carolina University,Number admitted who enrolled,4175,4362,4320,4302,4226,4015,3891,4210,3956,4538,4222,3855,3273,3512,3534,3580,3197
2860,198464,East Carolina University,Percent of applicants admitted,82.2%,79.0%,70.3%,69.0%,77.3%,62.2%,60.7%,69.5%,67.0%,73.9%,84.1%,77.1%,73.7%,77.9%,76.5%,77.0%,78.2%
2861,198464,East Carolina University,Percent of admitted who enrolled,29.0%,34.8%,35.9%,36.9%,38.4%,41.6%,41.9%,40.1%,38.8%,42.5%,34.2%,40.0%,38.2%,41.1%,42.0%,41.0%,39.2%
2880,199102,North Carolina A & T State University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
2881,199102,North Carolina A & T State University,Number of applicants,11088,10661,10367,6010,7075,4480,6692,6216,5713,5538,5598,6016,6502,6214,5630,5636,4810
2882,199102,North Carolina A & T State University,Number admitted,6811,6634,5561,3635,4033,3120,4446,3814,3728,2915,3147,4611,5461,5143,4825,4572,3989
2883,199102,North Carolina A & T State University,Number admitted who enrolled,2204,2309,1969,1780,1721,1849,1875,2053,1898,1607,1597,2094,2251,2231,2240,2043,1771
2884,199102,North Carolina A & T State University,Percent of applicants admitted,61.4%,62.2%,53.6%,60.5%,57.0%,69.6%,66.4%,61.4%,65.3%,52.6%,56.2%,76.6%,84.0%,82.8%,85.7%,81.1%,82.9%
2885,199102,North Carolina A & T State University,Percent of admitted who enrolled,32.4%,34.8%,35.4%,49.0%,42.7%,59.3%,42.2%,53.8%,50.9%,55.1%,50.7%,45.4%,41.2%,43.4%,46.4%,44.7%,44.4%
2886,199111,University of North Carolina at Asheville,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2002
2887,199111,University of North Carolina at Asheville,Number of applicants,3219,3437,3523,3285,3090,3036,2945,2384,2510,2446,2651,2654,2362,2591,2293,1937,1937
2888,199111,University of North Carolina at Asheville,Number admitted,3014,2763,2675,2579,2260,1944,2016,1846,1901,1789,2012,1889,1482,1890,1663,1298,1298
2889,199111,University of North Carolina at Asheville,Number admitted who enrolled,788,648,665,735,633,553,540,595,641,586,576,572,472,707,599,428,428
2890,199111,University of North Carolina at Asheville,Percent of applicants admitted,93.6%,80.4%,75.9%,78.5%,73.1%,64.0%,68.5%,77.4%,75.7%,73.1%,75.9%,71.2%,62.7%,72.9%,72.5%,67.0%,67.0%
2891,199111,University of North Carolina at Asheville,Percent of admitted who enrolled,26.1%,23.5%,24.9%,28.5%,28.0%,28.4%,26.8%,32.2%,33.7%,32.8%,28.6%,30.3%,31.8%,37.4%,36.0%,33.0%,33.0%
2892,199120,University of North Carolina at Chapel Hill,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
2893,199120,University of North Carolina at Chapel Hill,Number of applicants,41939,39650,34889,31143,31332,28437,22652,22288,23225,21543,20090,19728,18414,18850,17591,17141,15946
2894,199120,University of North Carolina at Chapel Hill,Number admitted,9525,9673,9400,9510,8929,7847,7469,7552,7345,7315,6999,6737,6736,6741,6441,6073,6339
2895,199120,University of North Carolina at Chapel Hill,Number admitted who enrolled,4327,4356,4228,4076,3976,3915,4026,3960,3960,3865,3893,3807,3751,3589,3516,3460,3687
2896,199120,University of North Carolina at Chapel Hill,Percent of applicants admitted,22.7%,24.4%,26.9%,30.5%,28.5%,27.6%,33.0%,33.9%,31.6%,34.0%,34.8%,34.1%,36.6%,35.8%,36.6%,35.4%,39.8%
2897,199120,University of North Carolina at Chapel Hill,Percent of admitted who enrolled,45.4%,45.0%,45.0%,42.9%,44.5%,49.9%,53.9%,52.4%,53.9%,52.8%,55.6%,56.5%,55.7%,53.2%,54.6%,57.0%,58.2%
2898,199139,University of North Carolina at Charlotte,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
2899,199139,University of North Carolina at Charlotte,Number of applicants,17209,16696,17518,16383,15610,13742,12306,11239,10702,10336,9911,9409,8665,8848,8478,8112,7731
2900,199139,University of North Carolina at Charlotte,Number admitted,11501,10992,10866,10372,10004,9416,8570,8034,8158,7906,7477,6881,6738,6413,6085,5668,5656
2901,199139,University of North Carolina at Charlotte,Number admitted who enrolled,3708,3373,3453,3452,3319,3541,3169,2985,3187,3090,2955,2798,2890,2629,2519,2430,2351
2902,199139,University of North Carolina at Charlotte,Percent of applicants admitted,66.8%,65.8%,62.0%,63.3%,64.1%,68.5%,69.6%,71.5%,76.2%,76.5%,75.4%,73.1%,77.8%,72.5%,71.8%,69.9%,73.2%
2903,199139,University of North Carolina at Charlotte,Percent of admitted who enrolled,32.2%,30.7%,31.8%,33.3%,33.2%,37.6%,37.0%,37.2%,39.1%,39.1%,39.5%,40.7%,42.9%,41.0%,41.4%,42.9%,41.6%
2904,199148,University of North Carolina at Greensboro,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
2905,199148,University of North Carolina at Greensboro,Number of applicants,8179,8501,9038,10566,10040,10112,10936,10284,9105,9189,8856,8781,8110,7306,6968,7065,6620
2906,199148,University of North Carolina at Greensboro,Number admitted,6857,6634,6682,6192,6097,6069,6418,6700,6617,6636,6285,6361,6300,5677,5353,5387,4965
2907,199148,University of North Carolina at Greensboro,Number admitted who enrolled,2989,2791,2864,2773,2593,2516,2443,2515,2511,2492,2446,2426,2425,2178,2056,2099,1916
2908,199148,University of North Carolina at Greensboro,Percent of applicants admitted,83.8%,78.0%,73.9%,58.6%,60.7%,60.0%,58.7%,65.1%,72.7%,72.2%,71.0%,72.4%,77.7%,77.7%,76.8%,76.2%,75.0%
2909,199148,University of North Carolina at Greensboro,Percent of admitted who enrolled,43.6%,42.1%,42.9%,44.8%,42.5%,41.5%,38.1%,37.5%,37.9%,37.6%,38.9%,38.1%,38.5%,38.4%,38.4%,39.0%,38.6%
2910,199157,North Carolina Central University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
2911,199157,North Carolina Central University,Number of applicants,13019,6671,8613,7651,11246,8886,9240,7920,4402,3233,3513,3057,3321,2801,2644,2184,2167
2912,199157,North Carolina Central University,Number admitted,6072,5524,5744,5040,4860,4472,4782,4795,3567,2260,2585,2296,2545,2336,2146,1915,1674
2913,199157,North Carolina Central University,Number admitted who enrolled,1143,1275,1154,1108,925,1407,1258,1235,1358,1035,1265,1021,1226,1164,1053,843,798
2914,199157,North Carolina Central University,Percent of applicants admitted,46.6%,82.8%,66.7%,65.9%,43.2%,50.3%,51.8%,60.5%,81.0%,69.9%,73.6%,75.1%,76.6%,83.4%,81.2%,87.7%,77.2%
2915,199157,North Carolina Central University,Percent of admitted who enrolled,18.8%,23.1%,20.1%,22.0%,19.0%,31.5%,26.3%,25.8%,38.1%,45.8%,48.9%,44.5%,48.2%,49.8%,49.1%,44.0%,47.7%
2922,199193,North Carolina State University at Raleigh,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
2923,199193,North Carolina State University at Raleigh,Number of applicants,30350,26980,26451,21364,20443,20700,20103,19753,18992,17853,16553,15640,13752,14109,12978,12293,11928
2924,199193,North Carolina State University at Raleigh,Number admitted,14219,13856,12568,10774,10548,10353,10577,10709,10409,10538,9985,9610,9170,8336,8048,7310,7866
2925,199193,North Carolina State University at Raleigh,Number admitted who enrolled,4952,4797,4388,4364,4499,4398,4697,4705,4772,4804,4907,4693,4375,3957,3931,3732,3893
2926,199193,North Carolina State University at Raleigh,Percent of applicants admitted,46.9%,51.4%,47.5%,50.4%,51.6%,50.0%,52.6%,54.2%,54.8%,59.0%,60.3%,61.4%,66.7%,59.1%,62.0%,59.5%,65.9%
2927,199193,North Carolina State University at Raleigh,Percent of admitted who enrolled,34.8%,34.6%,34.9%,40.5%,42.7%,42.5%,44.4%,43.9%,45.8%,45.6%,49.1%,48.8%,47.7%,47.5%,48.8%,51.1%,49.5%
2946,200004,Western Carolina University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
2947,200004,Western Carolina University,Number of applicants,19344,19391,18297,17699,15398,15231,13993,14979,12325,7331,4792,4830,4964,4905,4606,4121,3979
2948,200004,Western Carolina University,Number admitted,7672,7532,7445,7127,6638,5736,5409,5813,5441,3743,3254,3705,3705,3738,3392,2958,2903
2949,200004,Western Carolina University,Number admitted who enrolled,2198,1998,1924,1639,1756,1558,1520,1440,1555,1224,1259,1568,1557,1578,1495,1224,1180
2950,200004,Western Carolina University,Percent of applicants admitted,39.7%,38.8%,40.7%,40.3%,43.1%,37.7%,38.7%,38.8%,44.1%,51.1%,67.9%,76.7%,74.6%,76.2%,73.6%,71.8%,73.0%
2951,200004,Western Carolina University,Percent of admitted who enrolled,28.6%,26.5%,25.8%,23.0%,26.5%,27.2%,28.1%,24.8%,28.6%,32.7%,38.7%,42.3%,42.0%,42.2%,44.1%,41.4%,40.6%
2988,200280,University of North Dakota,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2006,Fall 2004,Fall 2004,Fall 2003,Fall 2001
2989,200280,University of North Dakota,Number of applicants,5021,5230,5144,4920,4642,5404,4857,4796,4111,4069,3783,3698,3698,4255,4344,4066,3471
2990,200280,University of North Dakota,Number admitted,4128,4366,4305,4029,3992,3983,3439,3357,3003,3067,2649,2725,2725,2923,3006,3096,2346
2991,200280,University of North Dakota,Number admitted who enrolled,1835,1939,1928,1895,1906,2360,2091,2096,1992,1942,1855,1900,1900,2200,2200,2233,1995
2992,200280,University of North Dakota,Percent of applicants admitted,82.2%,83.5%,83.7%,81.9%,86.0%,73.7%,70.8%,70.0%,73.0%,75.4%,70.0%,73.7%,73.7%,68.7%,69.2%,76.1%,67.6%
2993,200280,University of North Dakota,Percent of admitted who enrolled,44.5%,44.4%,44.8%,47.0%,47.7%,59.3%,60.8%,62.4%,66.3%,63.3%,70.0%,69.7%,69.7%,75.3%,73.2%,72.1%,85.0%
3066,202134,Cleveland State University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,,,,
3067,202134,Cleveland State University,Number of applicants,9918,7537,8528,7650,5002,6768,5938,5113,4584,4175,3559,3770,3148,-,-,-,0
3068,202134,Cleveland State University,Number admitted,8762,6788,7458,6735,4212,4255,3750,2389,2946,2673,2646,2757,2517,-,-,-,0
3069,202134,Cleveland State University,Number admitted who enrolled,1960,1960,1890,1847,1590,1727,1589,1377,1184,1062,1079,1239,1738,-,-,-,0
3070,202134,Cleveland State University,Percent of applicants admitted,88.3%,90.1%,87.5%,88.0%,84.2%,62.9%,63.2%,46.7%,64.3%,64.0%,74.3%,73.1%,80.0%,-,-,-,0
3071,202134,Cleveland State University,Percent of admitted who enrolled,22.4%,28.9%,25.3%,27.4%,37.7%,40.6%,42.4%,57.6%,40.2%,39.7%,40.8%,44.9%,69.1%,-,-,-,0
3246,206084,University of Toledo,Reporting period,,,,,,Fall 2013,,,,,,,,,,,
3247,206084,University of Toledo,Number of applicants,10792,10946,10842,10678,10394,11066,-,-,-,-,-,-,-,-,-,-,0
3248,206084,University of Toledo,Number admitted,10107,10328,10226,9952,9846,10040,-,-,-,-,-,-,-,-,-,-,0
3249,206084,University of Toledo,Number admitted who enrolled,3270,3228,3392,3341,3436,3428,-,-,-,-,-,-,-,-,-,-,0
3250,206084,University of Toledo,Percent of applicants admitted,93.7%,94.4%,94.3%,93.2%,94.7%,90.7%,-,-,-,-,-,-,-,-,-,-,0
3251,206084,University of Toledo,Percent of admitted who enrolled,32.4%,31.3%,33.2%,33.6%,34.9%,34.1%,-,-,-,-,-,-,-,-,-,-,0
3270,206695,Youngstown State University,Reporting period,,,,,,,,,,,,,,,,,
3271,206695,Youngstown State University,Number of applicants,10635,10025,9015,7966,3784,-,-,-,-,-,-,-,-,-,-,-,0
3272,206695,Youngstown State University,Number admitted,7314,6379,6081,5664,3152,-,-,-,-,-,-,-,-,-,-,-,0
3273,206695,Youngstown State University,Number admitted who enrolled,2322,2215,2091,2042,1776,-,-,-,-,-,-,-,-,-,-,-,0
3274,206695,Youngstown State University,Percent of applicants admitted,68.8%,63.6%,67.5%,71.1%,83.3%,-,-,-,-,-,-,-,-,-,-,-,0
3275,206695,Youngstown State University,Percent of admitted who enrolled,31.7%,34.7%,34.4%,36.1%,56.3%,-,-,-,-,-,-,-,-,-,-,-,0
3402,209542,Oregon State University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
3403,209542,Oregon State University,Number of applicants,14890,14888,14595,14058,14116,12414,12197,11428,10068,8640,8149,9077,6552,6917,7410,5811,6645
3404,209542,Oregon State University,Number admitted,12006,11738,11308,11016,10976,9799,9471,9269,8303,7270,6971,8387,6078,6224,6529,4379,3402
3405,209542,Oregon State University,Number admitted who enrolled,3674,3819,3814,3593,3718,3516,3506,3696,3506,3191,3141,3009,2925,2888,2949,3058,3115
3406,209542,Oregon State University,Percent of applicants admitted,80.6%,78.8%,77.5%,78.4%,77.8%,78.9%,77.7%,81.1%,82.5%,84.1%,85.5%,92.4%,92.8%,90.0%,88.1%,75.4%,51.2%
3407,209542,Oregon State University,Percent of admitted who enrolled,30.6%,32.5%,33.7%,32.6%,33.9%,35.9%,37.0%,39.9%,42.2%,43.9%,45.1%,35.9%,48.1%,46.4%,45.2%,69.8%,91.6%
3408,209551,University of Oregon,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
3409,209551,University of Oregon,Number of applicants,24474,20317,21821,22000,21359,21263,23012,18515,16780,15013,11287,10821,10012,9623,10193,9889,8686
3410,209551,University of Oregon,Number admitted,20404,16824,16992,16328,15997,15770,16790,14588,13367,12801,9813,9531,9048,8749,8602,8479,7819
3411,209551,University of Oregon,Number admitted who enrolled,4168,3938,4041,4133,3961,4031,4167,3978,3839,4260,3587,3423,3207,3183,2865,3317,3107
3412,209551,University of Oregon,Percent of applicants admitted,83.4%,82.8%,77.9%,74.2%,74.9%,74.2%,73.0%,78.8%,79.7%,85.3%,86.9%,88.1%,90.4%,90.9%,84.4%,85.7%,90.0%
3413,209551,University of Oregon,Percent of admitted who enrolled,20.4%,23.4%,23.8%,25.3%,24.8%,25.6%,24.8%,27.3%,28.7%,33.3%,36.6%,35.9%,35.4%,36.4%,33.3%,39.1%,39.7%
3414,209807,Portland State University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
3415,209807,Portland State University,Number of applicants,6743,6815,6373,6299,5951,5751,4978,5122,5236,4400,4262,4055,4107,4163,3139,2844,2492
3416,209807,Portland State University,Number admitted,6082,6300,5699,5397,4126,3518,3299,3557,4111,3396,3394,2876,3266,2931,2668,2396,2147
3417,209807,Portland State University,Number admitted who enrolled,1876,1929,1797,1744,1644,1465,1415,1501,1675,1766,1671,1460,1416,1363,1446,1316,1143
3418,209807,Portland State University,Percent of applicants admitted,90.2%,92.4%,89.4%,85.7%,69.3%,61.2%,66.3%,69.4%,78.5%,77.2%,79.6%,70.9%,79.5%,70.4%,85.0%,84.2%,86.2%
3419,209807,Portland State University,Percent of admitted who enrolled,30.8%,30.6%,31.5%,32.3%,39.8%,41.6%,42.9%,42.2%,40.7%,52.0%,49.2%,50.8%,43.4%,46.5%,54.2%,54.9%,53.2%
3720,217484,University of Rhode Island,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
3721,217484,University of Rhode Island,Number of applicants,22782,21909,20971,20366,20923,19824,20218,19653,19096,15795,15656,14364,13126,12913,12730,13042,11178
3722,217484,University of Rhode Island,Number admitted,15829,15349,15259,14980,16071,15603,17257,16955,16693,13220,12853,11370,10072,10181,8985,9133,7739
3723,217484,University of Rhode Island,Number admitted who enrolled,3058,3171,3257,3011,3145,2993,2995,2972,2735,2954,3044,3037,2798,2364,2533,2639,2288
3724,217484,University of Rhode Island,Percent of applicants admitted,69.5%,70.1%,72.8%,73.6%,76.8%,78.7%,85.4%,86.3%,87.4%,83.7%,82.1%,79.2%,76.7%,78.8%,70.6%,70.0%,69.2%
3725,217484,University of Rhode Island,Percent of admitted who enrolled,19.3%,20.7%,21.3%,20.1%,19.6%,19.2%,17.4%,17.5%,16.4%,22.3%,23.7%,26.7%,27.8%,23.2%,28.2%,28.9%,29.6%
3726,217819,College of Charleston,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2002
3727,217819,College of Charleston,Number of applicants,11675,11900,10828,11722,11179,11509,11086,11280,11083,9964,8941,8673,8217,8076,7606,8635,8635
3728,217819,College of Charleston,Number admitted,9254,9574,9110,9043,8722,8092,8149,7896,7703,6401,5775,5331,5436,5238,4560,5144,5144
3729,217819,College of Charleston,Number admitted who enrolled,2199,1840,2349,2237,2166,2138,2334,2010,2143,1956,2064,1968,1993,1944,1874,2003,2000
3730,217819,College of Charleston,Percent of applicants admitted,79.3%,80.5%,84.1%,77.1%,78.0%,70.3%,73.5%,70.0%,69.5%,64.2%,64.6%,61.5%,66.2%,64.9%,60.0%,59.6%,59.6%
3731,217819,College of Charleston,Percent of admitted who enrolled,23.8%,19.2%,25.8%,24.7%,24.8%,26.4%,28.6%,25.5%,27.8%,30.6%,35.7%,36.9%,36.7%,37.1%,41.1%,38.9%,38.9%
3732,217864,Citadel Military College of South Carolina,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
3733,217864,Citadel Military College of South Carolina,Number of applicants,2672,2642,2620,2436,2625,2557,2523,2426,2165,2024,2081,1999,1913,2173,1919,1922,1678
3734,217864,Citadel Military College of South Carolina,Number admitted,2159,2142,2156,1864,1983,2056,1940,1384,1717,1521,1629,1494,1496,1725,1286,1302,1390
3735,217864,Citadel Military College of South Carolina,Number admitted who enrolled,703,687,734,602,618,676,631,626,591,607,621,538,585,569,553,520,570
3736,217864,Citadel Military College of South Carolina,Percent of applicants admitted,80.8%,81.1%,82.3%,76.5%,75.5%,80.4%,76.9%,57.0%,79.3%,75.1%,78.3%,74.7%,78.2%,79.4%,67.0%,67.7%,82.8%
3737,217864,Citadel Military College of South Carolina,Percent of admitted who enrolled,32.6%,32.1%,34.0%,32.3%,31.2%,32.9%,32.5%,45.2%,34.4%,39.9%,38.1%,36.0%,39.1%,33.0%,43.0%,39.9%,41.0%
3738,217882,Clemson University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2006,Fall 2004,Fall 2004,Fall 2003,Fall 2002
3739,217882,Clemson University,Number of applicants,28845,26242,23506,22396,20756,18500,17072,16865,16282,14504,14255,12784,12784,10620,10620,11419,11315
3740,217882,Clemson University,Number admitted,13613,12380,11881,11483,10694,10706,10803,9724,10224,8355,7154,6990,6990,7287,7287,6945,5864
3741,217882,Clemson University,Number admitted who enrolled,3792,3650,3684,3447,3475,3463,2935,3016,3383,2982,2762,2866,2813,3033,3019,2769,2471
3742,217882,Clemson University,Percent of applicants admitted,47.2%,47.2%,50.5%,51.3%,51.5%,57.9%,63.3%,57.7%,62.8%,57.6%,50.2%,54.7%,54.7%,68.6%,68.6%,60.8%,51.8%
3743,217882,Clemson University,Percent of admitted who enrolled,27.9%,29.5%,31.0%,30.0%,32.5%,32.3%,27.2%,31.0%,33.1%,35.7%,38.6%,41.0%,40.2%,41.6%,41.4%,39.9%,42.1%
3786,218724,Coastal Carolina University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
3787,218724,Coastal Carolina University,Number of applicants,14057,18563,17768,17252,14799,10993,10502,9639,8706,7514,6618,6216,5428,5041,4527,3599,3095
3788,218724,Coastal Carolina University,Number admitted,9777,11359,10871,10291,9412,8139,7836,7170,6438,5215,4524,4237,4015,3661,3208,2579,2296
